	mutant	strain	phenotype	date	scope	videoname	img_folder	processed	error
1148	1CN	MXAN_3142	Abnormal aggregates	11.15.13	mic7	One Component_New--MXAN_3142--MXAN_3142-mic7-11.15.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3142/MXAN_3142-mic7-11.15.13	True	0
1149	1CN	MXAN_3142	Abnormal aggregates			One Component_New--MXAN_3142--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3142/test	True	0
1150	1CN	MXAN_3151	Late abnormal	11.15.13	mic3	One Component_New--MXAN_3151--MXAN_3151-mic3-11.15.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3151/MXAN_3151-mic3-11.15.13	True	0
1151	1CN	MXAN_3151	Late abnormal	11.15.13	mic6	One Component_New--MXAN_3151--MXAN_3151-mic6-11.15.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3151/MXAN_3151-mic6-11.15.13	True	0
1152	1CN	MXAN_3151	Late abnormal	11.15.13	mic8	One Component_New--MXAN_3151--MXAN_3151-mic8-11.15.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3151/MXAN_3151-mic8-11.15.13	True	0
1153	1CN	MXAN_3151	Late abnormal			One Component_New--MXAN_3151--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3151/test	True	0
1154	1CN	MXAN_3240	LWT	03.31.17	mic2	One Component_New--MXAN_3240--MXAN_3240-mic2-3.31.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3240/MXAN_3240-mic2-3.31.17	True	0
1155	1CN	MXAN_3240	LWT	03.31.17	mic3	One Component_New--MXAN_3240--MXAN_3240-mic3-3.31.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3240/MXAN_3240-mic3-3.31.17	True	0
1156	1CN	MXAN_3240	LWT			One Component_New--MXAN_3240--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3240/test	True	0
1157	1CN	MXAN_3429	Early aggregation	12.13.11	mic3	One Component_New--MXAN_3429--MXAN_3429-mic3-12.13.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3429/MXAN_3429-mic3-12.13.11	True	0
1158	1CN	MXAN_3429	Early aggregation	12.13.11	mic6	One Component_New--MXAN_3429--MXAN_3429-mic6-12.13.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3429/MXAN_3429-mic6-12.13.11	True	0
1159	1CN	MXAN_3429	Early aggregation	12.13.11		One Component_New--MXAN_3429--MXAN_3429-Mic8-12.13.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3429/MXAN_3429-Mic8-12.13.11	True	0
1160	1CN	MXAN_3429	Early aggregation			One Component_New--MXAN_3429--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3429/test	True	0
1161	1CN	MXAN_3443	Abnormal aggregates	11.19.13	mic2	One Component_New--MXAN_3443--MXAN_3443-mic2-11.19.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3443/MXAN_3443-mic2-11.19.13	True	0
1162	1CN	MXAN_3443	Abnormal aggregates	01.14.14	mic3	One Component_New--MXAN_3443--MXAN_3443-mic3-01.14.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3443/MXAN_3443-mic3-01.14.14	True	0
1163	1CN	MXAN_3443	Abnormal aggregates	11.19.13	mic4	One Component_New--MXAN_3443--MXAN_3443-mic4-11.19.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3443/MXAN_3443-mic4-11.19.13	True	0
1164	1CN	MXAN_3443	Abnormal aggregates	11.19.13	mic5	One Component_New--MXAN_3443--MXAN_3443-mic5-11.19.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3443/MXAN_3443-mic5-11.19.13	True	0
1165	1CN	MXAN_3443	Abnormal aggregates	11.19.13	mic7	One Component_New--MXAN_3443--MXAN_3443-mic7-11.19.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3443/MXAN_3443-mic7-11.19.13	True	0
1166	1CN	MXAN_3443	Abnormal aggregates			One Component_New--MXAN_3443--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3443/test	True	0
1167	1CN	MXAN_3702		12.19.11	mic5	One Component_New--MXAN_3702--MXAN_3702-mic5-12.19.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3702/MXAN_3702-mic5-12.19.11	True	0
1168	1CN	MXAN_3709	No aggregation	12.19.11	mic1	One Component_New--MXAN_3702--MXAN_3709-mic1-12.19.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3702/MXAN_3709-mic1-12.19.11	True	0
1169	1CN	MXAN_3709	No aggregation	12.19.11	mic4	One Component_New--MXAN_3702--MXAN_3709-mic4-12.19.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3702/MXAN_3709-mic4-12.19.11	True	0
1170	1CN	MXAN_3702				One Component_New--MXAN_3702--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3702/test	True	0
1171	1CN	MXAN_3711	Abnormal aggregates	11.19.13	mic3	One Component_New--MXAN_3711--MXAN_3711-mic3-11.19.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3711/MXAN_3711-mic3-11.19.13	True	0
1172	1CN	MXAN_3711	Abnormal aggregates	11.19.13	mic6	One Component_New--MXAN_3711--MXAN_3711-mic6-11.19.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3711/MXAN_3711-mic6-11.19.13	True	0
1173	1CN	MXAN_3711	Abnormal aggregates	11.19.13	mic8	One Component_New--MXAN_3711--MXAN_3711-mic8-11.19.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3711/MXAN_3711-mic8-11.19.13	True	0
1174	1CN	MXAN_3711	Abnormal aggregates			One Component_New--MXAN_3711--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_3711/test	True	0
1175	1CN	MXAN_4060	LWT	11.29.13	mic3	One Component_New--MXAN_4060--MXAN_4060-mic3-11.29.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4060/MXAN_4060-mic3-11.29.13	True	0
1176	1CN	MXAN_4060	LWT	11.29.13	mic6	One Component_New--MXAN_4060--MXAN_4060-mic6-11.29.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4060/MXAN_4060-mic6-11.29.13	True	0
1177	1CN	MXAN_4060	LWT			One Component_New--MXAN_4060--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4060/test	True	0
1178	1CN	MXAN_4072	Late normal	02.24.17	mic2	One Component_New--MXAN_4072--MXAN_4072-mic2-2.24.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4072/MXAN_4072-mic2-2.24.17	True	0
1179	1CN	MXAN_4072	Late normal	02.24.17	mic3	One Component_New--MXAN_4072--MXAN_4072-mic3-2.24.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4072/MXAN_4072-mic3-2.24.17	True	0
1180	1CN	MXAN_4072	Late normal			One Component_New--MXAN_4072--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4072/test	True	0
1181	1CN	MXAN_4110	Late normal	03.30.17	mic2	One Component_New--MXAN_4110--MXAN_4110-mic2-3.30.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4110/MXAN_4110-mic2-3.30.17	True	0
1182	1CN	MXAN_4110	Late normal	03.29.17	mic3	One Component_New--MXAN_4110--MXAN_4110-mic3-3.29.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4110/MXAN_4110-mic3-3.29.17	True	0
1183	1CN	MXAN_4110	Late normal			One Component_New--MXAN_4110--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4110/test	True	0
1184	1CN	MXAN_4247	Late normal	01.03.17	mic3	One Component_New--MXAN_4247--MXAN_4247-mic3-1.3.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4247/MXAN_4247-mic3-1.3.17	True	0
1185	1CN	MXAN_4247	Late normal			One Component_New--MXAN_4247--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4247/test	True	0
1186	1CN	MXAN_4263	LWT	11.27.13	mic3	One Component_New--MXAN_4263--MXAN_4263-mic3-11.27.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4263/MXAN_4263-mic3-11.27.13	True	0
1187	1CN	MXAN_4263	LWT	11.27.13	mic6	One Component_New--MXAN_4263--MXAN_4263-mic6-11.27.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4263/MXAN_4263-mic6-11.27.13	True	0
1188	1CN	MXAN_4263	LWT	11.27.13	mic8	One Component_New--MXAN_4263--MXAN_4263-mic8-11.27.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4263/MXAN_4263-mic8-11.27.13	True	0
1189	1CN	MXAN_4263	LWT			One Component_New--MXAN_4263--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4263/test	True	0
1190	1CN	MXAN_4356	LWT	01.02.14	mic3	One Component_New--MXAN_4356--MXAN_4356-mic3-01.02.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4356/MXAN_4356-mic3-01.02.14	True	0
1191	1CN	MXAN_4356	LWT	01.02.14	mic8	One Component_New--MXAN_4356--MXAN_4356-mic8-01.02.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4356/MXAN_4356-mic8-01.02.14	True	0
1192	1CN	MXAN_4356	LWT			One Component_New--MXAN_4356--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4356/test	True	0
1193	1CN	MXAN_4471	Late normal	01.02.14	mic4	One Component_New--MXAN_4471--MXAN_4471-mic4-01.02.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4471/MXAN_4471-mic4-01.02.14	True	0
1194	1CN	MXAN_4471	Late normal	01.02.14	mic5	One Component_New--MXAN_4471--MXAN_4471-mic5-01.02.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4471/MXAN_4471-mic5-01.02.14	True	0
1195	1CN	MXAN_4471	Late normal	01.02.14	mic7	One Component_New--MXAN_4471--MXAN_4471-mic7-01.02.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4471/MXAN_4471-mic7-01.02.14	True	0
1196	1CN	MXAN_4471	Late normal			One Component_New--MXAN_4471--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_4471/test	True	0
1197	1CN	MXAN_5029	No aggregation	12.18.13	mic3	One Component_New--MXAN_5029--MXAN_5029-mic3-12.18.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5029/MXAN_5029-mic3-12.18.13	True	0
1198	1CN	MXAN_5029	No aggregation	12.18.13	mic6	One Component_New--MXAN_5029--MXAN_5029-mic6-12.18.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5029/MXAN_5029-mic6-12.18.13	True	0
1199	1CN	MXAN_5029	No aggregation	12.18.13	mic8	One Component_New--MXAN_5029--MXAN_5029-mic8-12.18.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5029/MXAN_5029-mic8-12.18.13	True	0
1200	1CN	MXAN_5029	No aggregation			One Component_New--MXAN_5029--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5029/test	True	0
1201	1CN	MXAN_5128	LWT	03.30.17	mic2	One Component_New--MXAN_5128--MXAN_5128-mic2-3.30.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5128/MXAN_5128-mic2-3.30.17	True	0
1202	1CN	MXAN_5128	LWT	03.30.17	mic3	One Component_New--MXAN_5128--MXAN_5128-mic3-3.30.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5128/MXAN_5128-mic3-3.30.17	True	0
1203	1CN	MXAN_5128	LWT			One Component_New--MXAN_5128--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5128/test	True	0
1204	1CN	MXAN_5271	No aggregation	05.03.17	mic2	One Component_New--MXAN_5271--MXAN_5271-mic2-5.3.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5271/MXAN_5271-mic2-5.3.17	True	0
1205	1CN	MXAN_5271	No aggregation			One Component_New--MXAN_5271--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5271/test	True	0
1206	1CN	MXAN_5305	LWT	03.25.11	mic1	One Component_New--MXAN_5305--1pTPM-MXAN_5305-mic1-3.25.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5305/1pTPM-MXAN_5305-mic1-3.25.11	True	0
1207	1CN	MXAN_5305	LWT	03.25.11	mic6	One Component_New--MXAN_5305--1pTPM-MXAN_5305-mic6-3.25.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5305/1pTPM-MXAN_5305-mic6-3.25.11	True	0
1208	1CN	MXAN_5305	LWT	03.25.11	mic7	One Component_New--MXAN_5305--1pTPM-MXAN_5305-mic7-3.25.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5305/1pTPM-MXAN_5305-mic7-3.25.11	True	0
1209	1CN	MXAN_5305	LWT	03.25.11	mic8	One Component_New--MXAN_5305--1pTPM-MXAN_5305-mic8-3.25.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5305/1pTPM-MXAN_5305-mic8-3.25.11	True	0
1210	1CN	MXAN_5305	LWT	03.02.17	mic2	One Component_New--MXAN_5305--MXAN_5305-mic2-3.2.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5305/MXAN_5305-mic2-3.2.17	True	0
1211	1CN	MXAN_5305	LWT	03.02.17	mic3	One Component_New--MXAN_5305--MXAN_5305-mic3-3.2.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5305/MXAN_5305-mic3-3.2.17	True	0
1212	1CN	MXAN_5305	LWT			One Component_New--MXAN_5305--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5305/test	True	0
1213	1CN	MXAN_5356	LWT	04.10.17	mic3	One Component_New--MXAN_5356--MXAN_5356-mic3-4.10.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5356/MXAN_5356-mic3-4.10.17	True	0
1214	1CN	MXAN_5356	LWT			One Component_New--MXAN_5356--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5356/test	True	0
1215	1CN	MXAN_5480	LWT	04.13.17	mic2	One Component_New--MXAN_5480--MXAN_5480-mic2-4.13.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5480/MXAN_5480-mic2-4.13.17	True	0
1216	1CN	MXAN_5480	LWT	04.13.17	mic3	One Component_New--MXAN_5480--MXAN_5480-mic3-4.13.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5480/MXAN_5480-mic3-4.13.17	True	0
1217	1CN	MXAN_5480	LWT			One Component_New--MXAN_5480--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5480/test	True	0
1218	1CN	MXAN_5492	LWT	04.14.17	mic3	One Component_New--MXAN_5492--MXAN_5492-mic3-4.14.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5492/MXAN_5492-mic3-4.14.17	True	0
1219	1CN	MXAN_5492	LWT	04.14.17	mic4	One Component_New--MXAN_5492--MXAN_5492-mic4-4.14.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5492/MXAN_5492-mic4-4.14.17	True	0
1220	1CN	MXAN_5492	LWT			One Component_New--MXAN_5492--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5492/test	True	0
1221	1CN	MXAN_5545	Variable	05.07.13	mic2	One Component_New--MXAN_5545--MXAN_5545-mic2-5.7.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5545/MXAN_5545-mic2-5.7.13	True	0
1222	1CN	MXAN_5545	Variable	02.08.12	mic3	One Component_New--MXAN_5545--MXAN_5545-mic3-2.8.12	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5545/MXAN_5545-mic3-2.8.12	True	0
1223	1CN	MXAN_5545	Variable	05.07.13	mic4	One Component_New--MXAN_5545--MXAN_5545-mic4-5.7.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5545/MXAN_5545-mic4-5.7.13	True	0
1224	1CN	MXAN_5545	Variable	05.07.13	mic5	One Component_New--MXAN_5545--MXAN_5545-mic5-5.7.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5545/MXAN_5545-mic5-5.7.13	True	0
1225	1CN	MXAN_5545	Variable	05.07.13	mic7	One Component_New--MXAN_5545--MXAN_5545-mic7-5.7.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5545/MXAN_5545-mic7-5.7.13	True	0
1226	1CN	MXAN_5545	Variable	02.08.12	mic8	One Component_New--MXAN_5545--MXAN_5545-mic8-2.8.12	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5545/MXAN_5545-mic8-2.8.12	True	0
1227	1CN	MXAN_5545	Variable			One Component_New--MXAN_5545--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5545/test	True	0
1228	1CN	MXAN_5547	LWT	04.11.17	mic3	One Component_New--MXAN_5547--MXAN_5547-mic3-4.11.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5547/MXAN_5547-mic3-4.11.17	True	0
1229	1CN	MXAN_5547	LWT			One Component_New--MXAN_5547--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5547/test	True	0
1230	1CN	MXAN_5894	Variable	11.29.13	mic2	One Component_New--MXAN_5894--MXAN_5894-mic2-11.29.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5894/MXAN_5894-mic2-11.29.13	True	0
1231	1CN	MXAN_5894	Variable	05.07.13	mic3	One Component_New--MXAN_5894--MXAN_5894-mic3-5.7.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5894/MXAN_5894-mic3-5.7.13	True	0
1232	1CN	MXAN_5894	Variable	11.29.13	mic5	One Component_New--MXAN_5894--MXAN_5894-mic5-11.29.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5894/MXAN_5894-mic5-11.29.13	True	0
1233	1CN	MXAN_5894	Variable	05.07.13	mic6	One Component_New--MXAN_5894--MXAN_5894-mic6-5.7.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5894/MXAN_5894-mic6-5.7.13	True	0
1234	1CN	MXAN_5894	Variable	11.29.13	mic7	One Component_New--MXAN_5894--MXAN_5894-mic7-11.29.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5894/MXAN_5894-mic7-11.29.13	True	0
1235	1CN	MXAN_5894	Variable	05.07.13	mic8	One Component_New--MXAN_5894--MXAN_5894-mic8-5.7.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5894/MXAN_5894-mic8-5.7.13	True	0
1236	1CN	MXAN_5894	Variable			One Component_New--MXAN_5894--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_5894/test	True	0
1237	1CN	MXAN_6149	LWT	12.25.13	mic2	One Component_New--MXAN_6149--MXAN_6149-mic2-12.25.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6149/MXAN_6149-mic2-12.25.13	True	4
1238	1CN	MXAN_6149	LWT	05.16.13	mic3	One Component_New--MXAN_6149--MXAN_6149-mic3-5.16.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6149/MXAN_6149-mic3-5.16.13	True	0
1239	1CN	MXAN_6149	LWT	12.25.13	mic4	One Component_New--MXAN_6149--MXAN_6149-mic4-12.25.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6149/MXAN_6149-mic4-12.25.13	True	4
1240	1CN	MXAN_6149	LWT	12.25.13	mic5	One Component_New--MXAN_6149--MXAN_6149-mic5-12.25.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6149/MXAN_6149-mic5-12.25.13	True	4
1241	1CN	MXAN_6149	LWT	05.16.13	mic6	One Component_New--MXAN_6149--MXAN_6149-mic6-5.16.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6149/MXAN_6149-mic6-5.16.13	True	0
1242	1CN	MXAN_6149	LWT	12.25.13	mic7	One Component_New--MXAN_6149--MXAN_6149-mic7-12.25.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6149/MXAN_6149-mic7-12.25.13	True	4
1243	1CN	MXAN_6149	LWT	05.16.13	mic8	One Component_New--MXAN_6149--MXAN_6149-mic8-5.16.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6149/MXAN_6149-mic8-5.16.13	True	0
1244	1CN	MXAN_6149	LWT			One Component_New--MXAN_6149--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6149/test	True	0
1245	1CN	MXAN_6157	LWT	12.25.13	mic3	One Component_New--MXAN_6157--MXAN_6157-mic3-12.25.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6157/MXAN_6157-mic3-12.25.13	True	4
1246	1CN	MXAN_6157	LWT	05.14.13	mic4	One Component_New--MXAN_6157--MXAN_6157-mic4-5.14.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6157/MXAN_6157-mic4-5.14.13	True	0
1247	1CN	MXAN_6157	LWT	05.14.13	mic5	One Component_New--MXAN_6157--MXAN_6157-mic5-5.14.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6157/MXAN_6157-mic5-5.14.13	True	0
1248	1CN	MXAN_6157	LWT	12.25.13	mic6	One Component_New--MXAN_6157--MXAN_6157-mic6-12.25.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6157/MXAN_6157-mic6-12.25.13	True	4
1249	1CN	MXAN_6157	LWT	05.14.13	mic7	One Component_New--MXAN_6157--MXAN_6157-mic7-5.14.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6157/MXAN_6157-mic7-5.14.13	True	0
1250	1CN	MXAN_6157	LWT	12.25.13	mic8	One Component_New--MXAN_6157--MXAN_6157-mic8-12.25.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6157/MXAN_6157-mic8-12.25.13	True	4
1251	1CN	MXAN_6157	LWT			One Component_New--MXAN_6157--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6157/test	True	0
1252	1CN	MXAN_6161	LWT	03.08.17	mic3	One Component_New--MXAN_6161--MXAN_6161-mic3-3.8.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6161/MXAN_6161-mic3-3.8.17	True	0
1253	1CN	MXAN_6161	LWT			One Component_New--MXAN_6161--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6161/test	True	0
1254	1CN	MXAN_6167	Variable	04.12.17	mic2	One Component_New--MXAN_6167--MXAN_6167-mic2-4.12.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6167/MXAN_6167-mic2-4.12.17	True	0
1255	1CN	MXAN_6167	Variable	04.12.17	mic3	One Component_New--MXAN_6167--MXAN_6167-mic3-4.12.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6167/MXAN_6167-mic3-4.12.17	True	0
1256	1CN	MXAN_6167	Variable	01.25.12	mic4	One Component_New--MXAN_6167--MXAN_6167-mic4-1.25.12	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6167/MXAN_6167-mic4-1.25.12	True	0
1257	1CN	MXAN_6167	Variable	04.12.17	mic4	One Component_New--MXAN_6167--MXAN_6167-mic4-4.12.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6167/MXAN_6167-mic4-4.12.17	True	0
1258	1CN	MXAN_6167	Variable	01.25.12	mic7	One Component_New--MXAN_6167--MXAN_6167-mic7-1.25.12	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6167/MXAN_6167-mic7-1.25.12	True	0
1259	1CN	MXAN_6167	Variable	01.25.12	mic8	One Component_New--MXAN_6167--MXAN_6167-mic8-1.25.12	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6167/MXAN_6167-mic8-1.25.12	True	0
1260	1CN	MXAN_6167	Variable			One Component_New--MXAN_6167--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6167/test	True	0
1261	1CN	MXAN_6206	Late abnormal	03.07.17	mic2	One Component_New--MXAN_6206--MXAN_6206-mic2-3.7.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6206/MXAN_6206-mic2-3.7.17	True	0
1262	1CN	MXAN_6206	Late abnormal	11.28.13	mic3	One Component_New--MXAN_6206--MXAN_6206-mic3-11.28.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6206/MXAN_6206-mic3-11.28.13	True	0
1263	1CN	MXAN_6206	Late abnormal	03.07.17	mic3	One Component_New--MXAN_6206--MXAN_6206-mic3-3.7.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6206/MXAN_6206-mic3-3.7.17	True	0
1264	1CN	MXAN_6206	Late abnormal	11.28.13	mic8	One Component_New--MXAN_6206--MXAN_6206-mic8-11.28.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6206/MXAN_6206-mic8-11.28.13	True	0
1265	1CN	MXAN_6206	Late abnormal			One Component_New--MXAN_6206--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6206/test	True	0
1266	1CN	MXAN_6251	LWT	04.27.17	mic1	One Component_New--MXAN_6251--MXAN_6251-mic1-4.27.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6251/MXAN_6251-mic1-4.27.17	True	0
1267	1CN	MXAN_6251	LWT	04.18.17	mic2	One Component_New--MXAN_6251--MXAN_6251-mic2-4.18.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6251/MXAN_6251-mic2-4.18.17	True	0
1268	1CN	MXAN_6251	LWT	04.27.17	mic2	One Component_New--MXAN_6251--MXAN_6251-mic2-4.27.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6251/MXAN_6251-mic2-4.27.17	True	0
1269	1CN	MXAN_6251	LWT	04.18.17	mic3	One Component_New--MXAN_6251--MXAN_6251-mic3-4.18.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6251/MXAN_6251-mic3-4.18.17	True	0
1270	1CN	MXAN_6251	LWT			One Component_New--MXAN_6251--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6251/test	True	0
